body,timestamp,sender,read
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 22-Jan-20 21:06 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2020-01-22 15:37:17,JA-JioPay,true
"Dear Customer, repay your FASTCASH using Online Link '- https://tuc95.app.goo.gl/DACKh , OR UPI ID '- 777019182108704.03@cmsidfc , OR NEFT/IMPS Bank Details '- Beneficiary Name: Si Creva Capital Services Pvt Ltd, Bank: IDFC Bank, A/C No: 777019182108704, A/C Type: Current Account, IFSC: IDFB0010209, Branch: Prabhadevi Branch",2020-01-23 03:04:24,VX-KISSHT,true
"Bangaru Priyanka, Please be advised that we did not receive the re-payment amount as agreed. Make the repayment Rs. 3352 immediately to avoid legal action.",2020-01-23 03:18:33,VX-LNFRNT,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 23-Jan-20 09:11. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2020-01-23 03:41:16,JA-JioPay,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 23-Jan-20 09:11 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2020-01-23 03:41:24,JA-JioPay,true
"Dear MONEYWOW customer, your repayment date was 21-01-2020. Your total due amount is ?5720.00 at present. We request you to make payment today. As delay in repayment, it will affect your Cibil score/social status and it will be difficult for you to apply loan in future. Please using MONEY WOW app to make payment today to avoid high penalty. Thank you!",2020-01-23 05:54:54,VX-MNYWOW,true
Need immediate funds? Get an instant personal loan with EMI as low as Rs.2199/month at interest rate starting from 10.99%. Click http://y2s.in/l.s?7DIG5D23,2020-01-23 07:07:07,BV-PRLOAN,true
Need immediate funds? Get an instant personal loan with EMI as low as Rs.2199/month at interest rate starting from 10.99%. Click http://y2s.in/l.s?7DIG5D23,2020-01-23 07:07:13,BV-PRLOAN,true
672622 is your verification code of FAST CASH. Please don't reveal the verification code to other people.,2020-01-23 07:09:08,VM-RsCash,false
"Hi bangaru priyanka, after multiple reminders you have not paid minimum amount of Rs 1446 redcarpet loan for 69 days. Pay by clicking on link https://redcarpet.app.link/kNsXdcmJhY to avoid legal action.",2020-01-23 08:05:15,VX-REDCPT,true
"Dear Customer, repay your FASTCASH using Online Link '- https://tuc95.app.goo.gl/DACKh , OR UPI ID '- 777019182108704.03@cmsidfc , OR NEFT/IMPS Bank Details '- Beneficiary Name: Si Creva Capital Services Pvt Ltd, Bank: IDFC Bank, A/C No: 777019182108704, A/C Type: Current Account, IFSC: IDFB0010209, Branch: Prabhadevi Branch",2020-01-23 09:18:23,VX-KISSHT,true
"Dear MONEYWOW customer, your repayment date was 21-01-2020. Your total due amount is ?5720.00 at present. We request you to make payment today. As delay in repayment, it will affect your Cibil score/social status and it will be difficult for you to apply loan in future. Please using MONEY WOW app to make payment today to avoid high penalty. Thank you!",2020-01-23 10:30:43,VX-MNYWOW,true
"Hi Bangaru priyanka,Unwind and relax. Look up on Sulekha for your nearest Massage Services and fully relax. Visit weurl.co/3bgWHN",2020-01-23 11:05:45,VX-SULEKA,false
"As a RupeeRedee Privileged Customer, now get money in just few steps.
Available only on this link exclusively for you http://bit.ly/2Ww7dtW",2020-01-23 12:39:29,VK-RUPEER,true
"Dear Customer, Sorry. You have not recharged your account after availing the service last time. Please recharge your account immediately.",2020-01-23 14:12:29,VM-MYDTUH,false
Rs.100.00 has been debited from your a/c no XXXX157346 on 23-01-20 towards UPI ID paydth5848@paytm. Raise dispute or report fraud at kotak.com/fraud,2020-01-23 14:38:31,JD-KOTAKB,false
You have sent Rs.100.00 to Paytm DTH Recharge using Paytm App. UPI Reference: 002320415504,2020-01-23 14:38:46,AX-PAYTMB,false
"109941 is your OTP for resetting your Paytm Payments Bank UPI pin. Do not share your otp with anyone. For queries, visit http://m.p-y.tm/care",2020-01-23 15:17:20,BP-PAYTMB,false
"You have successfully set UPI PIN for your Paytm Payments Bank a/c 91XXXXXXXX04. If you have not initiated this request, contact us on 01204456456 immediately.",2020-01-23 15:17:34,BP-PAYTMB,false
"You have exhausted your daily high speed internet quota of 1.50 GB on your Jio Number 9182108704 as of 23-Jan-20 21:48. Internet speed will be reduced in case you do not have any active data plan. Your internet speed will be restored by 2:00 AM tonight. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2020-01-23 16:18:13,JA-JioPay,true
"మీ జియో నంబర్9182108704 పై రోజువారీ 1.50 GB హై స్పీడ్ ఇంటర్నెట్ డేటా కోటా ను మీరు పూర్తిగా ఉపయోగించారు. మీ దగ్గర ఎటువంటి యాక్టివ్ ప్లాన్ లు లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. ఇంటర్నెట్ స్పీడ్ ను రాత్రి 2 గంటలకి పునరుద్దరించబడుతుంది. డేటా బూస్టర్ తో రీచార్జ్ చేసి  హై స్పీడ్ ఇంటర్నెట్ డేటా ను ఆనందించడానికి ఈ లింక్ http://tiny.jio.com/DataBooster ను క్లిక్ చేయండి. ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఆశక్స్థికరమైన రీచార్జ్  ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి.",2020-01-23 16:18:22,JA-JioPay,true
"You have used 90% of your daily 1.50 GB high speed internet quota on your Jio Number 9182108704 as of 23-Jan-20 21:25. After consumption of 1.50 GB data, internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans. For tips on how to manage your data usage, click https://youtu.be/ZFUDydctV78",2020-01-24 03:14:52,JA-JioPay,true
"We have received recharge request for your Jio connection. Transaction ID : 2224705081
Please keep this transaction ID for future reference. Once the recharge is successful, you will receive a confirmation message. 
To check recharge status, click https://www.jio.com/recharge_history or dial 1991 from your Jio number.",2020-01-24 03:15:02,JG-JIONET,false
"మీ జియో నంబర్ 9182108704 పై రోజువారీ హై స్పీడ్ ఇంటర్నెట్ డేటా కోటా 1.50 GB నుండి 90 శాతం డేటా ను 23-Jan-20 21:25 నాటికి ఉపయోగించారు. మొత్తం డేటా 1.50 GB ఉపయోగించిన తరువాత మీ దగ్గర ఎటువంటి యాక్టివ్ ప్లాన్ లు లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. డేటా బూస్టర్ తో రీచార్జ్ చేసి  హై స్పీడ్ ఇంటర్నెట్ డేటా ను ఆనందించడానికి ఈ లింక్ http://tiny.jio.com/DataBooster ను క్లిక్ చేయండి. ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఆశక్స్థికరమైన రీచార్జ్ ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి. మీ డేటా వినియోగాన్ని ఎలా మేనేజ్ చేయాలి అనే దానిపై చిట్కాల కోసం, ఈ లింకు ను https://youtu.be/3O77Akb1xds క్లిక్ చేయండి.",2020-01-24 03:15:23,JA-JioPay,true
"Bangaru Priyanka, Please be advised that we did not receive the re-payment amount as agreed. Make the repayment Rs. 3367 immediately to avoid legal action.",2020-01-24 03:20:48,VX-LNFRNT,true
"Dear Customer, repay your FASTCASH using Online Link '- https://tuc95.app.goo.gl/DACKh , OR UPI ID '- 777019182108704.03@cmsidfc , OR NEFT/IMPS Bank Details '- Beneficiary Name: Si Creva Capital Services Pvt Ltd, Bank: IDFC Bank, A/C No: 777019182108704, A/C Type: Current Account, IFSC: IDFB0010209, Branch: Prabhadevi Branch",2020-01-24 03:24:54,VX-KISSHT,true
"Dear MONEYWOW customer, your repayment date was 21-01-2020. Your total due amount is ?5830.00 at present. We request you to make payment today. As delay in repayment, it will affect your Cibil score/social status and it will be difficult for you to apply loan in future. Please using MONEY WOW app to make payment today to avoid high penalty. Thank you!",2020-01-24 04:32:07,VX-MNYWOW,true
Your OTP code is 1088. Team SnapMint.,2020-01-24 04:45:05,BZ-SNPMNT,true
"Hi bangaru priyanka, after multiple reminders you have not paid minimum amount of Rs 1446 redcarpet loan for 70 days. Pay by clicking on link https://redcarpet.app.link/kNsXdcmJhY to avoid legal action.",2020-01-24 05:17:57,VX-REDCPT,true
ATTENTION: You are eligible to re-apply on MoneyTap. Get a Credit Line of up to Rs.5 Lakh within minutes. Click here: http://y2s.in/l.s?IZGJGE24,2020-01-24 07:30:40,BR-MNYTAP,false
"Dear Customer, repay your FASTCASH using Online Link '- https://tuc95.app.goo.gl/DACKh , OR UPI ID '- 777019182108704.03@cmsidfc , OR NEFT/IMPS Bank Details '- Beneficiary Name: Si Creva Capital Services Pvt Ltd, Bank: IDFC Bank, A/C No: 777019182108704, A/C Type: Current Account, IFSC: IDFB0010209, Branch: Prabhadevi Branch",2020-01-24 08:33:45,VX-KISSHT,true
"Dear MONEYWOW customer, your repayment date was 21-01-2020. Your total due amount is ?5830.00 at present. We request you to make payment today. As delay in repayment, it will affect your Cibil score/social status and it will be difficult for you to apply loan in future. Please using MONEY WOW app to make payment today to avoid high penalty. Thank you!",2020-01-24 10:30:54,VX-MNYWOW,true
Your OTP  is 5672. Do not share OTP with anyone.,2020-01-24 10:33:44,TX-BudyLn,true
"Dear BANGARU PRIYANKA,Your application with Dhani is successfully approved. Check your status on website: https://login.indiabullsdhani.com/dhaniweb/#!/tour or App : https://go.onelink.me/zcy7/7f01a1be",2020-01-24 10:36:44,JD-BudyLn,true
<#> 208020 is your OTP to login in to Indiabulls Personal loan App. GX3QoctVuzy,2020-01-24 10:38:26,BZ-DHANIP,true
845789 is your One Time Password for CRN XXXX120.,2020-01-24 10:56:34,BZ-KOTAKB,true
<#> 671975 is your OTP to login to Dhani Pay. It is usable once and valid for 15 mins. GX3QoctVuzy,2020-01-24 11:04:15,AD-DHANIP,true
TRENDS REPUBLIC DAY OFFER! FLAT 50% OFF on select Merchandise. Buy 4 & Get ADDNL 25 %OFF. Use code TRNDT1UZE42601 while billing. Valid till 26 Jan. T&C,2020-01-24 11:45:52,MD-RTRNDS,true
<#> 491423 is your OTP to login to Dhani Pay. It is usable once and valid for 15 mins. GX3QoctVuzy,2020-01-24 11:59:41,AX-DHANIP,true
222765 is your One Time Password for CRN XXXX120.,2020-01-24 12:21:24,VK-KOTAKB,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 24-Jan-20 18:39. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2020-01-24 13:09:42,JA-JioPay,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 24-Jan-20 18:39 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2020-01-24 13:09:52,JA-JioPay,true
<#> 468096 is your OTP to login to Dhani Pay. It is usable once and valid for 15 mins. GX3QoctVuzy,2020-01-24 14:37:47,AX-DHANIP,true
<#> 114099 is your OTP to login to Dhani Pay. It is usable once and valid for 15 mins. GX3QoctVuzy,2020-01-24 15:57:47,BZ-DHANIP,true
Received Rs. 3.00 from BAINLA   RAMESH on BharatPe QR. Details: bharatpe.in/txn~,2020-01-24 17:20:24,AD-BHRTPE,false
393315 is your Flipkart code and is valid for 10 minutes. Do not share the OTP with anyone. For: https://www.flipkart.com?otp=393315&EvsSSj4C6vl,2020-01-24 17:25:54,VK-FLPKRT,false
"Dear Customer, it seems your application for Aqua Credit Card is incomplete. Complete your application in a few simple clicks by visiting www.gs.im/s/?N-xneDshJW0. Ignore if applied.",2020-01-24 18:27:21,AD-KOTAKB,true
Rs. 3 balance in BharatPe Int A/C (Invested Rs. 3 & Interest Rs. 0). Click: bharatpe.in/intAc,2020-01-24 19:00:27,AD-BHRTPE,false
772844 is your verification code of ERupee. Please don't reveal the verification code to other people.,2020-01-25 01:26:29,VM-ERUPEE,false
<#> 394613 is your OTP to login to Dhani Pay. It is usable once and valid for 15 mins. GX3QoctVuzy,2020-01-25 01:31:28,AD-DHANIP,true
"Dear Customer, repay your FASTCASH using Online Link '- https://tuc95.app.goo.gl/DACKh , OR UPI ID '- 777019182108704.03@cmsidfc , OR NEFT/IMPS Bank Details '- Beneficiary Name: Si Creva Capital Services Pvt Ltd, Bank: IDFC Bank, A/C No: 777019182108704, A/C Type: Current Account, IFSC: IDFB0010209, Branch: Prabhadevi Branch",2020-01-25 03:03:33,VX-KISSHT,true
Get Citi Credit Card Now & Avail Benefits Upto Rs. 3300+. Get Approval Here: https://bit.ly/2KqmBnG. T&Cs Apply.,2020-01-25 03:53:00,BV-CitiCC,true
"Bangaru Priyanka, Please be advised that we did not receive the re-payment amount as agreed. Make the repayment Rs. 3382 immediately to avoid legal action.",2020-01-25 03:53:25,VX-LNFRNT,true
Full Body Checkup @ Just Rs 799/-.Get Free Sample Pickup From Home Book Now: https://bit.ly/2OSsUBw,2020-01-25 03:53:29,BR-LABTST,false
Unlimited Banking. Open Savings Account. Click here https://bit.ly/2JcuX1o T&C Apply,2020-01-25 04:30:12,BR-KTKbnk,true
"Dear MONEYWOW customer, your repayment date was 21-01-2020. Your total due amount is ?5940.00 at present. We request you to make payment today. As delay in repayment, it will affect your Cibil score/social status and it will be difficult for you to apply loan in future. Please using MONEY WOW app to make payment today to avoid high penalty. Thank you!",2020-01-25 04:31:45,VX-MNYWOW,true
<#> 388843 is your OTP to login to Dhani Pay. It is usable once and valid for 15 mins. GX3QoctVuzy,2020-01-25 05:00:47,AX-DHANIP,true
Convert your savings into investments today. Open your Free Demat Account with Angel Broking and start trading in 15 mins*. T& C Apply. http://tis.bz/XuvM,2020-01-25 05:41:18,QP-AngelB,true
"Hi bangaru priyanka, after multiple reminders you have not paid minimum amount of Rs 1446 redcarpet loan for 71 days. Pay by clicking on link https://redcarpet.app.link/kNsXdcmJhY to avoid legal action.",2020-01-25 05:43:21,VX-REDCPT,true
"Samsung Wishes you a Happy Republic Day! Buy TV,REF,AC & get upto 15% Cashback,Free Galaxy S10/A50s,Easy EMI,0 Down Payment. TnC http://1kx.in/auln28",2020-01-25 07:14:45,MD-SAMSNG,true
<#> 828991 is your OTP to login to Dhani Pay. It is usable once and valid for 15 mins. GX3QoctVuzy,2020-01-25 08:06:02,BH-DHANIP,true
"Dear Customer, repay your FASTCASH using Online Link '- https://tuc95.app.goo.gl/DACKh , OR UPI ID '- 777019182108704.03@cmsidfc , OR NEFT/IMPS Bank Details '- Beneficiary Name: Si Creva Capital Services Pvt Ltd, Bank: IDFC Bank, A/C No: 777019182108704, A/C Type: Current Account, IFSC: IDFB0010209, Branch: Prabhadevi Branch",2020-01-25 09:34:05,VX-KISSHT,true
"[CashClub] Your verification code is 2977,valid for 5 minutes.",2020-01-25 09:43:19,VM-bjldsj,true
Your verification code for login at paisaPay is: 554037. Valid for 10 minutes.,2020-01-25 09:47:35,VM-PaisPY,true
"Dear 91821087XX, Loan approval in 4 minutes! Get up to Rs. 5 Lakh instantly on MoneyTap.No collateral required.Check approved amount http://1kx.in/CmAXij",2020-01-25 09:48:03,BT-LOANBK,true
794095 is your One Time Password for CRN XXXX120.,2020-01-25 09:56:04,BZ-KOTAKB,true
<#> 686780 is your OTP to login to Dhani Pay. It is usable once and valid for 15 mins. GX3QoctVuzy,2020-01-25 10:08:35,VK-DHANIP,true
"Dear MONEYWOW customer, your repayment date was 21-01-2020. Your total due amount is ?5940.00 at present. We request you to make payment today. As delay in repayment, it will affect your Cibil score/social status and it will be difficult for you to apply loan in future. Please using MONEY WOW app to make payment today to avoid high penalty. Thank you!",2020-01-25 10:36:30,VX-MNYWOW,true
197641 is your One Time Password for CRN XXXX120.,2020-01-25 11:28:10,BZ-KOTAKB,true
Your a/c no. XXXXXXXX7346 is credited for Rs.1.00 on 25-01-20 by a/c linked to mobile XXXXXXX908 (IMPS Ref no 002517737082).,2020-01-25 11:45:02,VK-KOTAKB,true
Get Free 4N/5D Trip to Singapore- Thailand in Cruise.Check Now: https://bit.ly/2lU1cd4,2020-01-25 12:30:04,BR-CMtrvl,false
"Paid Rs. 10 to Paytm Idea Mobile Recharge on Jan 25, 2020 22:39:24 with Ref: 28571365822. For more details, visit https://p-y.tm/gk-xZ0i",2020-01-25 17:09:25,BP-iPaytm,true
"You have consumed 50% of your 1000 Minutes Voice - Non Jio from Rs199- 1m- 1.5GB/Day on your Jio Number 9182108704 as of 25-Jan-20 22:57 Hrs. Your available data balance is 496 Minutes valid till 09-Feb-20 20:07 Hrs. To manage your account with MyJio app, click http://tiny.jio.com/MyJioApp . Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2020-01-25 17:34:47,JA-JioPay,true
"మీరు మీ జియో నెంబర్ 9182108704 పై తేది 25-Jan-20 22:57 Hrs నాటికి ఉన్న 1000 Minutes డేటా Rs199- 1m- 1.5GB/Day Voice - Non Jio నుండి 50% డేటా ఉపయోగించారు. మిగిలి ఉన్న డేటా బ్యాలన్సుకు   496 Minutes వ్యాలిడిటి  తేదీ 09-Feb-20 20:07 Hrs  వరకు ఉంది. మీ అకౌంట్ ను MyJio App ద్వారా మేనేజ్ చేయుటకు http://tiny.jio.com/MyJioApp లిoకు ను క్లిక్  చేయoడి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2020-01-25 17:35:11,JA-JioPay,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 25-Jan-20 22:40. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2020-01-25 18:26:16,JA-JioPay,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 25-Jan-20 22:40 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2020-01-25 18:26:27,JA-JioPay,true
"Dear BANGARU PRIYANKA, URGENT! Your Personal Loan is approved by our Lender Indiabulls Dhani. Please download the App & Get Amount Today,Click https://bit.ly/2mjnWTP. Please ignore if you have already done it. Team - Buddy Loan!",2020-01-25 21:00:58,JD-BLLOAN,true
<#> 484613 is your OTP to login to Dhani Pay. It is usable once and valid for 15 mins. GX3QoctVuzy,2020-01-26 02:07:37,VK-DHANIP,true
"Dear Customer, repay your FASTCASH using Online Link '- https://tuc95.app.goo.gl/DACKh , OR UPI ID '- 777019182108704.03@cmsidfc , OR NEFT/IMPS Bank Details '- Beneficiary Name: Si Creva Capital Services Pvt Ltd, Bank: IDFC Bank, A/C No: 777019182108704, A/C Type: Current Account, IFSC: IDFB0010209, Branch: Prabhadevi Branch",2020-01-26 03:02:44,VX-KISSHT,true
"Dear MONEYWOW customer, your repayment date was 21-01-2020. Your total due amount is ?6050.00 at present. We request you to make payment today. As delay in repayment, it will affect your Cibil score/social status and it will be difficult for you to apply loan in future. Please using MONEY WOW app to make payment today to avoid high penalty. Thank you!",2020-01-26 04:31:42,VX-MNYWOW,true
<#> 381345 is your OTP to login to Dhani Pay. It is usable once and valid for 15 mins. GX3QoctVuzy,2020-01-26 05:23:27,BH-DHANIP,true
"Hi bangaru priyanka, after multiple reminders you have not paid minimum amount of Rs 1446 redcarpet loan for 72 days. Pay by clicking on link https://redcarpet.app.link/kNsXdcmJhY to avoid legal action.",2020-01-26 05:47:15,VX-REDCPT,true
<#> 370895 is your OTP to login to Dhani Pay. It is usable once and valid for 15 mins. GX3QoctVuzy,2020-01-26 06:07:15,BH-DHANIP,true
<#> 370895 is your OTP to login to Dhani Pay. It is usable once and valid for 15 mins. GX3QoctVuzy,2020-01-26 06:07:32,VK-DHANIP,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 26-Jan-20 12:44. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2020-01-26 07:14:20,JA-JioPay,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 26-Jan-20 12:44 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2020-01-26 07:14:32,JA-JioPay,true
"Enjoy 26 Times amazing offers this Republic Day with Bajaj Finserv EMI.Buy TV,Mobile & more with Pre Approved Offer.
http://m.bflsms.in/QPqJqYTU
.TC",2020-01-26 07:22:33,QP-146587,true
"Dear Customer, repay your FASTCASH using Online Link '- https://tuc95.app.goo.gl/DACKh , OR UPI ID '- 777019182108704.03@cmsidfc , OR NEFT/IMPS Bank Details '- Beneficiary Name: Si Creva Capital Services Pvt Ltd, Bank: IDFC Bank, A/C No: 777019182108704, A/C Type: Current Account, IFSC: IDFB0010209, Branch: Prabhadevi Branch",2020-01-26 08:32:39,VX-KISSHT,true
"Dear MONEYWOW customer, your repayment date was 21-01-2020. Your total due amount is ?6050.00 at present. We request you to make payment today. As delay in repayment, it will affect your Cibil score/social status and it will be difficult for you to apply loan in future. Please using MONEY WOW app to make payment today to avoid high penalty. Thank you!",2020-01-26 10:30:36,VX-MNYWOW,true
Need immediate funds? Get an instant personal loan with EMI as low as Rs.2199/month at interest rate starting from 10.99%. Click http://y2s.in/l.s?BTBB3P26,2020-01-26 13:00:32,BV-GTFNDS,true
"Congrats!! Get loans starting Rs. 5,000 in your account within few minutes. No paperwork, 100% Online!! 

Apply Now - https://bit.ly/34wDYdz",2020-01-26 14:00:53,CP-EZLOAN,true
"We have received recharge request for your Jio connection. Transaction ID : 2240619180
Please keep this transaction ID for future reference. Once the recharge is successful, you will receive a confirmation message. 
To check recharge status, click https://www.jio.com/recharge_history or dial 1991 from your Jio number.",2020-01-26 16:50:50,JA-JIONET,true
<#> OTP for registering with One Score is: 2816 CYVTfzfYuFo,2020-01-26 17:21:26,AD-ONESCR,false
"Recharge of Rs. 21.0 is successful for your Jio number 9182108704.
Entitlement: Benefits: Unlimited Data (1GB High Speed Data, thereafter unlimited at 64Kbps). Validity: Base Plans validity
Transaction ID: 2240619180
To view details of your current and upcoming plan, click http://tiny.jio.com/myplans1
To register for JioAutoPay, click http://tiny.jio.com/JioAutoPay
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2020-01-26 17:28:57,JG-JIOSVC,false
<#> Your FriendLoan Authcode for phone 9182108704 is 317717. CRN - 43923214. LOcg/RLq87g,2020-01-26 18:01:11,CP-FRNDLN,false
"Dear Customer, 981766 is your OTP, valid within 5 minutes, please do not share with others.FlashCash",2020-01-26 18:04:28,TX-FLASHO,false
"Dear Customer, 875891 is your OTP, valid within 5 minutes, please do not share with others.FlashCash",2020-01-26 18:05:08,TX-FLASHO,false
"Dear Cust, your loan application has been successfully submitted and is being verified.We will notify you the processing process shortly.Thank you!",2020-01-26 18:05:26,TX-FLASHO,false
"You have used 90% of your daily 1.50 GB high speed internet quota on your Jio Number 9182108704 as of 27-Jan-20 00:40. After consumption of 1.50 GB data, internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans. For tips on how to manage your data usage, click https://youtu.be/ZFUDydctV78",2020-01-26 20:02:02,JA-JioPay,true
"మీ జియో నంబర్ 9182108704 పై రోజువారీ హై స్పీడ్ ఇంటర్నెట్ డేటా కోటా 1.50 GB నుండి 90 శాతం డేటా ను 27-Jan-20 00:40 నాటికి ఉపయోగించారు. మొత్తం డేటా 1.50 GB ఉపయోగించిన తరువాత మీ దగ్గర ఎటువంటి యాక్టివ్ ప్లాన్ లు లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. డేటా బూస్టర్ తో రీచార్జ్ చేసి  హై స్పీడ్ ఇంటర్నెట్ డేటా ను ఆనందించడానికి ఈ లింక్ http://tiny.jio.com/DataBooster ను క్లిక్ చేయండి. ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఆశక్స్థికరమైన రీచార్జ్ ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి. మీ డేటా వినియోగాన్ని ఎలా మేనేజ్ చేయాలి అనే దానిపై చిట్కాల కోసం, ఈ లింకు ను https://youtu.be/3O77Akb1xds క్లిక్ చేయండి.",2020-01-26 21:03:37,JA-JioPay,true
